,rmse,rel,acc_1,acc_2,acc_3
0,4.928783815298507,1.335239581207731,0.3941918273470295,0.6401507249519006,0.7592225715295592
1,2.521678412138526,0.39338368088451786,0.5768924542327425,0.8331512337300315,0.9255175234666512
2,1.6965103149414062,0.3010493890563054,0.7580359160010495,0.9346209284084946,0.9726208359447878
3,1.488222264531833,0.27965147103836285,0.8147507283224988,0.952151170417444,0.9789226019560401
4,1.3800539614549323,0.2695925698351504,0.8451350197863223,0.9600116103442747,0.9818995461535098
5,1.30681689817514,0.25731280312609317,0.8730452807981577,0.9658566375276936,0.984058323191173
6,1.2418956471912896,0.2498134499165549,0.8893748041409165,0.9693358691770639,0.9852765211418494
7,1.1699169785229129,0.2372749100870161,0.9102777509546992,0.9726619435780084,0.9865219343954058
8,1.142386934650478,0.23804364275576465,0.9096015816304222,0.9738247999504431,0.9870505261777053
9,1.106205271251166,0.23201065632834364,0.9199991368535739,0.9755663515916512,0.9876819439788362
10,1.090514453489389,0.23101355424567835,0.9222186074328067,0.9764846118528452,0.9880907428798391
11,1.0768710463794309,0.22687173245558098,0.9275854879350804,0.9775766401148555,0.988556591432486
12,1.0253264014400654,0.21839733977815998,0.9370158750619462,0.9790026536628381,0.9890627505174324
13,1.0331477834217584,0.2273415807467788,0.9276343388343925,0.9786751590557953,0.9890958871414413
14,1.0010751752711053,0.21620263626326375,0.9394265359907008,0.9801343092277869,0.9895484127215485
15,1.0018332182471432,0.21987944930347045,0.9349775741349405,0.9800698579247318,0.9896122946668027
16,0.9765046532474347,0.21184356177031105,0.9437239917356577,0.9811296605352146,0.9899638161730411
17,0.9438099078278044,0.20380434349401674,0.9488054531723705,0.9818821238048041,0.9902564660826726
18,0.9433498097889459,0.20475770466363252,0.9490073474485483,0.9821754569437966,0.9903778531658116
19,0.9356970715878615,0.20782129088444495,0.9475617479922166,0.9822288627055153,0.990430347955049
20,0.9023664104404734,0.1928665531215383,0.954963513274691,0.9832152181596898,0.9907800475163246
21,0.8844623850352729,0.18703103421339348,0.9570575543303987,0.9836496381617305,0.990974995627332
22,0.8745680851722831,0.18429482872806377,0.9579924398393773,0.9838907042546059,0.9910802129489272
23,0.8703379844551655,0.18236684087497085,0.9586697478792561,0.9840886130261777,0.9911732460135845
24,0.8613160546146222,0.1810330632907241,0.95925561705632,0.9842472361094916,0.9912455544542911
25,0.8562311770311043,0.17964027177042036,0.9598353371691348,0.9844166769910214,0.9913216206564832
26,0.8556158151199569,0.17910795069452543,0.9602210201434235,0.9845511593035797,0.9913820864549324
27,0.8505869054082614,0.1785278889670301,0.9605219826769473,0.9846650308637477,0.9914297986386428
28,0.8556145055970149,0.1813994592695094,0.9602281940517141,0.9846827948271338,0.9914576971708838
29,0.8693207698081856,0.18978480438687909,0.9581178124271222,0.9844090475964902,0.9913619311887827
30,0.8512570964756296,0.18146149080191085,0.9603132561071596,0.9847709314147038,0.991477510822353
31,0.8414475170534048,0.1771560213459072,0.9615157397825327,0.9850718939482276,0.991626682566173
32,0.8371648076754897,0.17603534015256966,0.9621234722991487,0.985221407306728,0.991682251887535
33,0.8397749715776586,0.17880409867016236,0.9618293420592351,0.9852350718939482,0.9916860096490205
34,0.8468117215740147,0.18361979811938842,0.9606265167691814,0.9851120906089669,0.9916564030433769
35,0.8406240548660506,0.17997586549218023,0.9615164230118937,0.9853500821697179,0.991755471300723
36,0.8458799105971607,0.18324871917269123,0.9602819414281133,0.9852187882608442,0.9917175520711871
37,0.8300556353668669,0.17515300636860862,0.9629276332570545,0.9856143780608675,0.9918634215397621
38,0.8264820041941173,0.17446915071402022,0.9632225605978895,0.9856883945749767,0.9918883594114389
39,0.8226268825246327,0.1709587324911089,0.9638675291146805,0.9858431460252449,0.9919664753017141
40,0.8081802823650304,0.16547578840113397,0.9651703336345616,0.9861348849623951,0.9920838768802472
41,0.8023685626129606,0.16196425993051103,0.9657659957657999,0.986288839311742,0.9921586904952775
42,0.7983717277868471,0.16062680998844886,0.9660209541890159,0.9863675245598181,0.9922018478165812
43,0.8000835020150712,0.1595447454879533,0.9661931279879897,0.9864275348720266,0.9922348705690298
44,0.795499659296292,0.15909955038953183,0.96633569518132,0.9864808267621852,0.9922584419819847
45,0.7971974842583955,0.1584927715472321,0.9664709745947995,0.9865207956798041,0.9922723343123251
46,0.7935977764983675,0.15748838168471607,0.9665842767971665,0.9865793256617305,0.9923113922574627
47,0.7916134506908815,0.15742990863856984,0.9666375686873251,0.9865861579553404,0.9923112783859025
48,0.7938801210318038,0.15669590679567252,0.9667035003206623,0.9866237355701959,0.9923358746428987
49,0.7899643058207497,0.15603012825126078,0.9668269370918843,0.9866544808914413,0.9923535247347248
